age,gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_sub_willingness_binary,uses_smartphone,uses_computer,uses_speaker,uses_wearable,device_diversity,primary_listening_device,Age_Segment,Relaxation,Motivational,Sadness,Social,Uses_Recommendations,Uses_Playlists,Uses_Radio,Uses_External,music_expl_category,Travel_Listening,Leisure_Listening,Workout_Listening,Study_Listening,Office_Listening,Night_Winddown,pod_lis_category
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,Office hours,Playlists,3,Rarely,No Podcast Usage,Story telling,Both,Both,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,0,0,0,1,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Individual plan,Music,Melody,Night,Relaxation and stress relief,leisure time,"recommendations, Playlists",4,Rarely,Comedy,Conversational,Well known individuals,Both,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,1,0,0,Hybrid: Rec + Playlist,0,1,0,0,0,0,Light user
20-35,Male,More than 2 years,Smartphone,Free,Yes,Individual plan,Music,Rap,Night,Uplifting and motivational,leisure time,"Playlists, Others",4,Rarely,Lifestyle and Health,Educational,Both,Both,Very Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,0,1,0,0,0,1,0,1,Playlist-driven,0,1,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Individual plan,Music,Classical,Night,Relaxation and stress relief,Workout session,recommendations,4,Rarely,Comedy,Conversational,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,0,1,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,Radio,3,Several times a week,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,0,1,0,Radio/Autoplay,1,0,0,0,0,0,Regular user
12-20,Male,1 year to 2 years,"Smartphone, Computer or laptop",Free,No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling",Others,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,1,0,0,2,Smartphone,Teen Listener,1,0,1,0,0,0,0,1,External Discovery,1,0,0,1,0,0,Non-podcast user
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free,No,Duo plan,Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session",Playlists,3,Once a week,Lifestyle and Health,Story telling,Both,Both,Ok,0,1,0,0,1,2,Smartphone,Young Adult,1,1,1,1,0,1,0,0,Playlist-driven,1,0,1,1,1,0,Light user
20-35,Female,Less than 6 months,Smartphone,Premium,Yes,Individual plan,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, While Traveling","recommendations, Playlists, Radio",5,Rarely,Comedy,Story telling,Both,Shorter,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,1,1,0,Hybrid: Rec + Playlist,1,0,0,0,1,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,5,Rarely,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,1,1,0,0,0,Algorithm-driven,1,1,1,0,0,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free,No,Individual plan,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Other,Story telling,Both,Both,Ok,0,1,1,0,0,2,Smartphone,Young Adult,1,1,0,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,0,0,1,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Music,Pop,Night,Relaxation and stress relief,While Traveling,Others,4,Never,Health and Fitness,Interview,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,0,0,1,External Discovery,1,0,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Free,Yes,Unknown,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Individual plan,Music,Melody,Morning,Relaxation and stress relief,"Office hours, While Traveling","recommendations, Playlists",4,Rarely,Health and Fitness,Story telling,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,1,0,0,Hybrid: Rec + Playlist,1,0,0,0,1,0,Light user
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium,Yes,Student plan,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists, Radio",4,Rarely,Comedy,Story telling,Both,Both,Ok,1,1,1,1,1,4,Smartphone,Young Adult,1,0,1,1,1,1,1,0,Hybrid: Rec + Playlist,1,1,0,1,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Music,Pop,Night,Relaxation and stress relief,While Traveling,Playlists,5,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Dissatisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Non-podcast user
20-35,Female,6 months to 1 year,Smartphone,Free,Yes,Duo plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Once a week,Food and cooking,Conversational,Both,Both,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Free,No,Student plan,Podcast,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Rarely,Comedy,Story telling,Both,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Premium,Yes,Individual plan,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, Workout session, leisure time",Radio,1,Rarely,Lifestyle and Health,Conversational,Both,Both,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,0,0,1,0,Radio/Autoplay,0,1,1,1,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Free,No,Student plan,Music,Classical,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists, Radio, Others",3,Several times a week,Comedy,Story telling,Both,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,1,1,1,Hybrid: Rec + Playlist,1,1,0,0,0,0,Regular user
20-35,Female,Less than 6 months,Smartphone,Free,No,Individual plan,Music,Melody,Night,Social gatherings or parties,While Traveling,"Others, Friends",4,Rarely,Comedy,No Podcast Usage,No Podcast Usage,No Podcast Usage,Dissatisfied,0,1,0,0,0,1,Smartphone,Young Adult,0,0,0,1,0,0,0,1,External Discovery,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Podcast,Melody,Morning,Relaxation and stress relief,While Traveling,"recommendations, Others",5,Several times a week,Health and Fitness,Story telling,Both,Both,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,1,Algorithm-driven,1,0,0,0,0,0,Regular user
20-35,Female,6 months to 1 year,Smartphone,Free,No,None,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,recommendations,5,Rarely,Comedy,Conversational,Both,Both,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free,No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",3,Rarely,Other,Conversational,Both,Both,Ok,0,1,0,0,1,2,Smartphone,Young Adult,1,0,1,1,1,1,0,1,Hybrid: Rec + Playlist,1,1,0,1,1,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free,No,Student plan,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time",Playlists,4,Rarely,Comedy,Story telling,Both,Shorter,Ok,0,1,1,0,0,2,Smartphone,Young Adult,1,0,0,1,0,1,0,0,Playlist-driven,1,1,1,0,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Free,No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,1,1,1,0,0,Hybrid: Rec + Playlist,1,1,1,1,0,0,Light user
20-35,Male,Less than 6 months,Smartphone,Free,Yes,Duo plan,Music,Electronic/Dance,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others, Social media",3,Rarely,Sports,Educational,Well known individuals,Shorter,Dissatisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,1,1,1,1,0,0,1,Algorithm-driven,1,1,1,1,1,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Premium,Yes,Individual plan,Music,Melody,Night,Sadness or melancholy,leisure time,recommendations,3,Never,No Podcast Usage,Conversational,Well known individuals,Shorter,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,0,0,1,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Non-podcast user
20-35,Male,More than 2 years,Smartphone,Free,No,Student plan,Music,Classical,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,1,0,0,Hybrid: Rec + Playlist,1,0,0,0,0,0,Non-podcast user
60+,Female,1 year to 2 years,Smartphone,Free,No,Duo plan,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Adult Listener,1,0,0,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,0,0,1,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free,No,None,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",5,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,1,1,1,4,Smartphone,Young Adult,1,1,0,1,1,1,0,0,Hybrid: Rec + Playlist,1,1,1,0,1,0,Non-podcast user
20-35,Male,More than 2 years,Smartphone,Free,No,None,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling","recommendations, Playlists",5,Rarely,Lifestyle and Health,Conversational,Well known individuals,Both,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,1,1,1,0,0,Hybrid: Rec + Playlist,1,0,0,0,1,0,Light user
20-35,Female,6 months to 1 year,Smartphone,Free,Yes,Student plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Non-podcast user
20-35,Female,Less than 6 months,Smartphone,Free,No,Student plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists, Radio",3,Rarely,Comedy,Conversational,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,0,1,1,1,0,Hybrid: Rec + Playlist,1,1,0,0,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Free,No,Individual plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
20-35,Female,6 months to 1 year,Smartphone,Free,No,Individual plan,Music,Other,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,Playlists,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,0,1,0,0,Playlist-driven,0,1,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Music,Other,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Radio",4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,1,0,1,0,Algorithm-driven,1,1,0,0,0,0,Non-podcast user
12-20,Male,More than 2 years,"Smartphone, Wearable devices",Free,No,Student plan,Music,Pop,Morning,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Sports,Interview,Both,Shorter,Ok,0,1,0,0,1,2,Smartphone,Teen Listener,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
20-35,Male,1 year to 2 years,Smartphone,Free,No,Student plan,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,0,1,1,0,0,Hybrid: Rec + Playlist,1,0,1,0,0,0,Non-podcast user
20-35,Female,6 months to 1 year,Smartphone,Free,No,Family plan,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Comedy,Conversational,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,1,1,1,0,0,Hybrid: Rec + Playlist,1,1,0,1,1,0,Light user
20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free,No,Student plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Radio",4,Rarely,Other,Story telling,Both,Both,Satisfied,0,1,0,1,1,3,Smartphone,Young Adult,1,1,1,1,1,0,1,0,Algorithm-driven,1,1,0,1,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,Yes,Student plan,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","Playlists, Others",3,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,0,1,0,1,Playlist-driven,1,1,0,0,0,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Individual plan,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,3,Rarely,Food and cooking,Conversational,unknown Podcasters,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Free,No,Student plan,Music,Melody,Night,Uplifting and motivational,leisure time,Others,4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,0,1,0,0,0,0,0,1,External Discovery,0,1,0,0,0,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Free,No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Playlists",3,Rarely,No Podcast Usage,Conversational,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,0,0,0,0,Light user
20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants",Free,Yes,Family plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists, Radio",5,Several times a week,Health and Fitness,Story telling,Both,Shorter,Very Satisfied,1,1,0,1,0,2,Smartphone,Young Adult,1,1,1,1,1,1,1,0,Hybrid: Rec + Playlist,1,1,1,0,0,0,Regular user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Individual plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,5,Several times a week,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Regular user
20-35,Male,More than 2 years,Smart speakers or voice assistants,Free,Yes,Student plan,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Very Dissatisfied,1,0,0,1,0,1,Speaker,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Premium,Yes,Individual plan,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time,",Playlists,3,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,1,1,1,0,1,0,0,Playlist-driven,1,1,1,1,1,0,Light user
20-35,Female,1 year to 2 years,"Smart speakers or voice assistants, Wearable devices",Free,Yes,Student plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational",While Traveling,Others,4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,1,0,0,1,1,2,Speaker,Young Adult,1,1,0,0,0,0,0,1,External Discovery,1,0,0,0,0,0,Light user
12-20,Female,Less than 6 months,Smartphone,Free,No,Student plan,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time",Playlists,5,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Satisfied,0,1,0,0,0,1,Smartphone,Teen Listener,1,1,1,1,0,1,0,0,Playlist-driven,1,1,1,1,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Afternoon,Relaxation and stress relief,Office hours,Playlists,3,Rarely,Comedy,Story telling,Both,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,0,0,0,1,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free,No,Student plan,Music,Rap,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","Playlists, Radio, Others",5,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,1,1,1,4,Smartphone,Young Adult,1,1,1,1,0,1,1,1,Playlist-driven,1,1,1,1,1,0,Non-podcast user
20-35,Female,Less than 6 months,Smartphone,Free,Yes,Individual plan,Music,Melody,Night,Relaxation and stress relief,"Office hours, Study Hours, While Traveling, Workout session, leisure time",Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,1,1,1,1,0,Light user
